"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"South",1300,3000,1500,1404,3000,0,0,0,0,"Single","dec1980","Town",2,82500,1404
"Midwest",,1512,756,1024,756,840,0,0,0,"Single","dec1980","City",2,17500,1864
"Midwest",500,2650,1075,661,2400,1603,0,0,0,"Single","dec1950","City",2,57500,2264
"South",,3712,1456,1447,3312,43,0,0,0,"Single","dec1980","City",2,22500,1490
"West",,761,761,887,0,0,0,0,0,"Apartment","dec1980","Town",2,27500,887
"South",1900,1980,1980,1472,1980,773,0,0,0,"Single","pre1950","Suburbs",3,17500,2245
"West",1700,1876,1876,1084,268,0,0,598,0,"Single","dec1990","Rural",2,37500,1682
"South",628,716,716,469,716,0,0,0,0,"Apartment","dec2000","City",1,12500,469
"Midwest",3800,4080,3680,2545,3680,1116,0,0,0,"Single","dec1990","Town",4,120000,3661
"Midwest",1100,2304,2016,584,0,0,0,1750,0,"Single","dec1970","Rural",3,92500,2334
"South",,8036,3618,1883,7636,52,0,0,0,"Single","dec1990","Rural",4,62500,1935
"Northeast",,3800,1900,637,3800,1002,0,0,0,"Single","dec1950","Town",2,17500,1639
"South",2000,1905,1255,1955,1255,0,0,0,0,"Single","dec1990","Suburbs",1,72500,1955
"South",1400,2276,1517,1395,2276,0,0,0,0,"Single","dec1970","Rural",2,92500,1395
"South",600,623,623,1486,623,0,0,0,0,"Apartment","dec1980","Suburbs",2,6250,1486
"Midwest",980,1139,1139,1576,1139,681,0,0,0,"Mobile","dec1980","Rural",2,12500,2257
"West",2100,2553,1435,695,0,847,0,0,0,"Single","dec1950","Town",2,87500,1542
"Midwest",700,806,806,420,202,355,0,0,0,"Apartment","dec1970","Suburbs",3,12500,775
"West",1475,1706,1306,1282,1306,0,0,0,0,"Single","dec1990","City",2,62500,1282
"West",1600,1870,792,314,0,0,0,412,0,"Single","pre1950","Rural",1,6250,726
"Midwest",,2900,2900,1408,1450,836,0,0,0,"Apartment","dec1980","Town",8,110000,2244
"West",,997,997,520,0,213,0,0,0,"Apartment","dec1970","City",4,27500,733
"Midwest",,1698,970,944,485,1136,0,0,0,"Single","pre1950","Town",2,12500,2080
"South",,3200,1350,811,983,0,0,0,0,"Single","dec1950","Rural",3,72500,811
"Midwest",,2576,2576,536,2576,603,0,0,0,"Apartment","dec1970","City",1,72500,1139
"Midwest",2000,1282,882,338,882,847,0,0,0,"Single","dec1990","City",2,57500,1185
"Midwest",,2520,1680,657,630,696,0,0,0,"Single","pre1950","City",10,8750,1353
"Northeast",800,3868,1534,1004,694,0,1749,331,0,"Single","dec1960","Town",4,27500,3084
"South",1250,1282,516,1024,355,0,0,0,0,"Single","dec1950","City",2,17500,1024
"Northeast",1200,723,723,785,241,325,0,0,0,"Apartment","dec1990","City",3,52500,1110
"Northeast",1400,1306,1306,1088,653,1405,0,0,0,"Apartment","dec1970","City",3,120000,2493
"South",3000,7113,7113,2862,2222,0,0,0,0,"Single","dec1990","Rural",2,120000,2862
"South",1100,592,592,2054,592,0,0,0,0,"Apartment","dec1980","City",2,47500,2054
"South",3600,5904,2829,2336,5504,796,0,0,0,"Single","dec1990","Suburbs",10,47500,3132
"Midwest",2000,1282,368,284,882,1042,0,0,0,"Single","dec1990","City",2,17500,1326
"West",700,520,520,603,173,0,0,0,0,"Apartment","dec1970","City",1,8750,603
"Midwest",1314,1536,1136,685,1136,695,0,0,0,"Single","dec1990","Town",4,32500,1380
"West",1100,968,968,377,242,551,0,0,0,"Single","dec1970","Suburbs",1,42500,928
"South",,3584,3584,906,3584,1522,0,0,0,"Single","dec1960","Suburbs",5,27500,2428
"South",,693,693,1064,693,0,0,0,0,"Apartment","dec1970","City",2,22500,1064
"South",1200,1464,1464,681,1464,1632,0,0,0,"Single","pre1950","City",1,8750,2313
"South",1836,2550,2150,3000,2150,0,0,0,0,"Single","dec1980","City",4,52500,3000
"South",2000,3335,2140,1149,3085,398,0,0,0,"Single","dec1980","City",3,110000,1547
"Midwest",,341,341,223,341,636,0,0,0,"Apartment","pre1950","City",1,3750,859
"Midwest",,812,812,716,812,1209,0,0,0,"Single","dec1950","Suburbs",2,77500,1925
"South",,1357,543,1840,1357,0,0,0,0,"Single","dec2000","City",2,22500,1840
"South",,2550,2150,2238,2150,0,0,0,0,"Single","dec1980","Town",2,62500,2238
"West",,4613,4613,1191,4613,1139,0,0,0,"Single","pre1950","Town",5,52500,2330
"Midwest",1000,1091,1091,561,1091,0,0,0,0,"Apartment","dec1990","Town",1,12500,561
"Midwest",,576,576,296,192,435,0,0,0,"Apartment","dec1960","City",1,6250,731
"Midwest",,761,507,640,254,0,0,0,0,"Apartment","dec1960","Town",3,22500,640
"Midwest",,3484,1664,1139,3084,797,0,0,0,"Single","dec1950","Town",2,17500,1936
"Northeast",,580,580,350,0,0,1021,0,0,"Apartment","dec1970","Town",1,8750,1371
"Northeast",728,774,774,1041,774,513,0,0,0,"Apartment","dec1990","City",4,12500,1554
"South",1400,1728,307,802,246,0,0,0,0,"Single","dec1950","City",1,6250,802
"Northeast",,566,566,601,283,563,0,0,0,"Apartment","pre1950","City",7,6250,1164
"South",,2484,1242,953,2484,261,0,0,0,"Single","dec1950","City",3,47500,1214
"Northeast",,1296,1296,891,0,600,0,0,0,"Single","dec1970","City",3,22500,1491
"South",,648,0,1029,216,95,0,0,0,"Apartment","dec1980","City",3,32500,1124
"Midwest",2800,3140,2740,755,2740,1124,0,0,0,"Single","dec1990","Rural",2,120000,1879
"West",1900,2069,1669,2215,0,0,0,377,0,"Single","dec1970","Town",4,42500,2592
"Northeast",1000,3432,894,581,3182,710,0,0,0,"Single","dec1950","Town",2,57500,1291
"South",,550,550,499,138,357,0,0,0,"Apartment","pre1950","City",1,17500,856
"South",1700,2325,770,1406,1925,0,490,598,0,"Single","dec1990","Rural",2,17500,2494
"Northeast",924,924,770,526,924,0,1691,425,0,"Mobile","dec1980","City",2,1250,2642
"Northeast",,3393,2614,685,848,0,1073,560,0,"Single","pre1950","Town",4,12500,2318
"West",910,742,742,681,0,0,0,1053,0,"Mobile","dec1970","Rural",1,12500,1734
"South",5736,8558,6118,1679,3757,1443,0,0,0,"Single","dec1990","Suburbs",4,120000,3122
"South",,1164,1164,1311,1164,1105,0,0,0,"Mobile","dec1970","City",3,77500,2416
"Midwest",1300,2700,950,809,2300,879,0,0,0,"Single","pre1950","City",2,62500,1688
"Northeast",,938,938,1171,0,0,0,425,223,"Mobile","dec1980","Rural",2,22500,1819
"West",200,224,224,295,0,332,0,0,0,"Apartment","dec1950","City",2,22500,627
"Northeast",,3525,1175,561,0,1197,0,0,0,"Single","dec1960","City",2,52500,1758
"West",4000,5805,5805,1277,0,1186,0,0,0,"Single","dec1980","City",3,120000,2463
"Midwest",1632,2240,1660,714,1840,0,0,401,0,"Single","dec1990","Rural",2,72500,1115
"Northeast",,576,576,176,192,395,0,0,0,"Apartment","dec1960","City",2,22500,571
"South",800,1040,1040,1452,1040,0,0,0,0,"Apartment","dec1980","Town",1,52500,1452
"West",1600,2087,1687,833,1687,642,0,0,0,"Single","dec1960","Suburbs",2,62500,1475
"Northeast",1600,4093,555,692,1282,740,0,0,0,"Single","pre1950","Rural",1,22500,1432
"Midwest",2000,1320,1320,1311,1320,893,0,0,0,"Apartment","pre1950","City",3,62500,2204
"South",1200,968,968,1103,968,0,0,0,0,"Single","dec1990","Suburbs",1,12500,1103
"Midwest",1800,2857,2457,637,0,1162,0,0,0,"Single","dec1980","City",3,57500,1799
"Midwest",1500,1475,1475,840,0,2148,0,0,0,"Single","pre1950","City",1,67500,2988
"South",,800,800,340,0,365,0,0,0,"Apartment","dec1970","City",3,32500,705
"South",800,455,455,777,152,0,0,0,0,"Apartment","dec1960","City",2,47500,777
"Midwest",950,1820,832,906,0,897,0,0,60,"Single","pre1950","Rural",4,62500,1863
"West",,728,478,519,0,302,0,0,0,"Single","dec1950","Rural",3,12500,821
"West",1375,2832,2582,538,430,182,0,0,0,"Single","dec1960","Suburbs",3,57500,720
"Northeast",900,4000,2950,742,1875,0,1967,0,0,"Single","dec1960","Suburbs",2,17500,2709
"Midwest",,1441,985,1653,0,0,0,0,0,"Single","pre1950","City",4,12500,1653
"South",1100,1200,1200,1217,1200,0,0,0,0,"Single","dec1970","City",2,17500,1217
"West",2080,2080,1226,1450,0,383,0,0,0,"Single","dec1990","Suburbs",3,47500,1833
"South",,1750,875,1373,1750,343,0,0,0,"Single","pre1950","City",1,8750,1716
"Midwest",,750,750,733,375,717,0,0,0,"Single","dec1950","City",4,17500,1450
"West",1000,928,928,628,352,689,0,0,0,"Mobile","dec1980","Rural",2,22500,1317
"South",2200,3588,2392,2023,3588,0,0,0,0,"Single","dec1990","Suburbs",5,67500,2023
"West",730,630,630,434,210,69,0,0,0,"Apartment","dec1970","City",2,37500,503
"Northeast",,1871,1526,712,0,92,1329,0,0,"Single","pre1950","Rural",3,22500,2133
"Midwest",2500,5931,4511,1449,5931,1707,0,0,0,"Single","pre1950","City",2,120000,3156
"South",,702,117,464,234,389,0,0,0,"Single","pre1950","City",2,6250,853
"South",,1377,1102,1317,1377,0,0,0,0,"Mobile","dec2000","City",3,6250,1317
"Midwest",,1352,451,680,451,63,0,0,0,"Apartment","dec1960","City",1,6250,743
"South",,1583,565,647,1333,478,0,0,0,"Single","dec1990","City",2,47500,1125
"Northeast",1000,1040,1040,1044,693,0,0,0,0,"Single","dec1970","Town",1,120000,1044
"West",1600,2428,2428,902,0,335,0,0,0,"Single","dec1960","City",4,110000,1237
"Northeast",1550,4680,3170,1030,4430,1660,0,0,0,"Single","dec1970","Suburbs",1,110000,2690
"Midwest",2600,5175,4775,2181,1781,0,0,879,0,"Single","dec1970","Rural",3,72500,3060
"West",,1976,0,649,0,786,0,0,0,"Single","dec1970","City",6,12500,1435
"South",3275,3019,2369,2400,2369,459,0,1166,0,"Single","dec1980","Suburbs",3,120000,4025
"Midwest",2800,6773,4938,787,6373,977,0,582,0,"Single","dec1990","Town",2,47500,2346
"Northeast",,1458,1458,997,292,2600,0,0,0,"Apartment","pre1950","Town",5,12500,3597
"Northeast",,2759,2359,1671,337,53,0,0,0,"Single","dec1960","Town",1,57500,1724
"West",4200,4580,3038,1266,1437,866,0,0,0,"Single","dec1990","City",3,120000,2132
"South",900,1032,1032,895,619,0,652,0,0,"Apartment","dec1960","City",3,52500,1547
"Midwest",1350,1482,741,503,296,1093,0,0,0,"Single","pre1950","City",5,27500,1596
"South",,1110,1110,1844,1110,0,0,0,0,"Single","dec1990","City",3,52500,1844
"West",1800,2002,1602,615,0,899,0,0,0,"Single","dec1960","Suburbs",2,57500,1514
"West",1580,2024,1267,1487,0,402,0,0,0,"Single","dec1960","Suburbs",3,92500,1889
"South",1100,875,875,1513,875,0,0,0,0,"Single","dec1990","City",2,62500,1513
"West",1600,2520,2120,701,2120,227,0,0,0,"Single","dec1980","City",3,42500,928
"West",1800,1097,1097,1177,0,0,0,0,0,"Apartment","dec1980","Suburbs",1,110000,1177
"South",2000,3285,2885,1542,2885,0,0,0,0,"Single","dec1990","Suburbs",1,52500,1542
"Northeast",,5576,2091,888,0,528,0,0,0,"Single","pre1950","Rural",2,52500,1416
"Midwest",,2204,1102,1787,0,1496,0,0,0,"Single","dec1960","City",5,12500,3283
"South",2076,2432,1824,1283,836,911,0,0,0,"Mobile","dec1990","Rural",3,47500,2194
"Midwest",3000,4902,3436,1015,420,1324,0,0,0,"Single","dec2000","Suburbs",2,120000,2339
"Northeast",,448,448,403,0,54,990,0,0,"Apartment","dec1960","City",2,12500,1447
"South",,2208,1224,285,276,0,628,0,0,"Single","pre1950","City",1,37500,913
"West",1200,1023,939,370,0,557,0,0,0,"Single","pre1950","Town",2,32500,927
"Northeast",1240,1007,1007,3043,0,0,1356,260,0,"Mobile","dec1970","Rural",2,12500,4659
"West",2050,3378,2482,2502,1111,0,0,668,0,"Single","dec1970","Rural",2,82500,3170
"West",,1515,1115,1963,0,1693,0,0,0,"Single","dec1960","Suburbs",9,37500,3656
"West",,1711,1311,1673,1311,0,0,1328,0,"Single","dec1950","Rural",5,17500,3001
"Northeast",2500,4096,2208,1092,4096,1304,0,0,0,"Single","pre1950","Town",4,110000,2396
"West",,1344,1344,843,0,295,0,0,0,"Single","pre1950","City",5,3750,1138
"South",,650,650,1305,650,0,0,0,0,"Apartment","dec1990","City",5,17500,1305
"South",1900,2228,1828,741,1828,884,0,0,0,"Single","dec1980","City",2,42500,1625
"Northeast",2000,3734,3484,1479,3484,2370,0,0,0,"Single","dec1960","Town",3,87500,3849
"West",9000,2791,2391,915,2391,1222,0,0,0,"Single","dec1980","Suburbs",2,57500,2137
"South",1200,1200,857,587,430,92,0,0,0,"Single","dec1960","Town",1,12500,679
"South",1500,3016,1258,1727,2766,0,0,1161,0,"Single","dec1960","Rural",4,47500,2888
"Midwest",,2160,1080,1142,2160,749,0,0,0,"Single","dec1960","City",3,82500,1891
"Northeast",,1372,943,935,0,820,0,0,0,"Single","pre1950","Town",2,12500,1755
"South",2200,2460,711,1390,2060,290,0,0,0,"Single","dec1970","City",3,52500,1680
"Midwest",1400,4071,4071,1315,4071,1068,0,0,0,"Apartment","dec1970","Suburbs",3,82500,2383
"Northeast",,7265,3875,602,0,0,2416,288,0,"Single","pre1950","Rural",1,97500,3306
"South",2700,7140,2503,2041,1953,97,0,0,0,"Single","dec1990","City",2,110000,2138
"South",3400,4800,3200,3337,4800,832,0,0,0,"Single","dec1980","City",2,120000,4169
"West",960,830,415,845,830,69,0,0,0,"Apartment","dec1980","Suburbs",2,47500,914
"South",840,1560,780,1253,390,0,0,396,0,"Single","pre1950","Rural",3,22500,1649
"South",1150,1152,1152,1399,1152,0,0,0,0,"Mobile","dec1990","Rural",3,17500,1399
"South",,1031,1031,407,1031,407,0,0,0,"Apartment","dec1960","City",1,12500,814
"Northeast",600,663,663,496,221,510,0,0,0,"Apartment","dec1990","Suburbs",1,17500,1006
"Northeast",,484,242,635,161,0,1462,0,0,"Apartment","pre1950","City",2,3750,2097
"South",2800,5472,2165,1455,5072,944,0,0,0,"Single","dec1970","Suburbs",2,72500,2399
"Midwest",1525,2298,1898,1004,1898,682,0,0,0,"Single","dec1960","Suburbs",3,52500,1686
"South",1200,1264,1108,572,632,1542,0,0,0,"Single","dec1950","City",2,17500,2114
"Northeast",300,649,649,521,325,286,0,0,0,"Apartment","dec1950","City",2,12500,807
"Midwest",,2736,2336,1157,871,1733,0,0,0,"Single","dec1970","Suburbs",2,8750,2890
"Midwest",,576,576,508,0,737,0,0,0,"Mobile","dec1970","Rural",2,22500,1245
"South",1856,2970,1488,1829,1188,0,0,491,0,"Single","dec1980","Rural",4,42500,2320
"West",1000,1236,1236,953,1236,0,0,0,0,"Apartment","dec2000","Suburbs",2,82500,953
"West",1800,2472,2072,1852,2072,0,0,1251,0,"Single","dec1980","Rural",4,120000,3103
"Midwest",2640,2842,2842,914,2842,1509,0,643,0,"Single","dec1990","Rural",3,27500,3066
"Northeast",,2046,1023,1343,1023,0,0,0,0,"Single","dec1980","Town",2,52500,1343
"West",2700,4096,3072,1115,0,1057,0,0,0,"Single","pre1950","City",2,87500,2172
"West",2000,3122,2722,810,907,727,0,0,0,"Single","dec1950","Town",2,72500,1537
"West",2400,7758,7358,890,0,981,0,0,0,"Single","dec1990","Town",5,37500,1871
"West",1850,2046,1646,404,0,620,0,0,0,"Single","dec1980","Suburbs",4,72500,1024
"South",,840,840,3303,253,0,0,170,0,"Single","dec1990","Rural",2,72500,3473
"South",4264,8468,6351,3154,8468,1316,0,1008,0,"Single","dec1990","City",5,120000,5478
"South",1400,1184,934,1441,934,620,0,0,0,"Single","dec1980","City",4,77500,2061
"Northeast",,1313,1001,1184,219,768,0,0,0,"Single","dec1980","Town",8,22500,1952
"Midwest",2200,3520,2360,6455,880,0,60,0,0,"Single","pre1950","Rural",3,67500,6515
"South",1300,1583,1583,992,1583,0,0,0,0,"Apartment","dec1990","City",3,22500,992
"Northeast",,1084,867,619,0,1198,0,0,0,"Apartment","dec1970","Town",4,12500,1817
"West",1800,3000,2600,1369,0,0,0,0,0,"Single","dec1980","Suburbs",2,87500,1369
"Midwest",1200,1320,1320,1532,1320,0,0,0,0,"Single","dec1980","Rural",2,77500,1532
"Northeast",1000,928,696,897,232,0,1437,330,0,"Single","dec1950","Rural",2,67500,2664
"South",2000,5406,2303,2043,5006,1204,0,0,0,"Single","dec2000","Suburbs",2,62500,3247
"Midwest",1500,3136,1098,546,2886,663,0,0,0,"Single","dec1950","City",1,22500,1209
"West",2200,2122,1819,600,0,680,0,0,0,"Single","dec1970","Rural",2,32500,1280
"Midwest",1800,1620,1620,940,1620,0,0,0,0,"Single","dec1990","Rural",2,37500,940
"Midwest",1200,1820,1820,542,1820,817,0,0,0,"Single","dec1950","Town",1,17500,1359
"West",,915,915,665,915,0,0,0,0,"Apartment","dec1970","City",1,27500,665
"West",1800,1420,850,1249,1020,430,0,0,0,"Single","dec1990","Suburbs",2,87500,1679
"Northeast",,2646,1671,432,378,1093,0,0,0,"Single","pre1950","City",4,37500,1525
"Northeast",,1746,1746,2578,1746,466,0,0,0,"Single","dec1980","Suburbs",3,110000,3044
"South",1100,1076,1076,1847,717,0,743,425,0,"Single","dec1960","Rural",2,17500,3015
"West",800,805,805,562,0,0,0,0,0,"Apartment","dec2000","Suburbs",2,12500,562
"Midwest",1100,1216,1216,1458,486,0,0,0,0,"Single","dec1970","Rural",1,27500,1458
"Northeast",,1428,1428,1002,286,2374,0,0,0,"Single","pre1950","City",4,12500,3376
"West",2800,4108,3523,1937,3708,939,0,0,0,"Single","dec1970","Suburbs",6,97500,2876
"Midwest",,1365,705,463,341,1770,0,0,0,"Single","pre1950","City",4,52500,2233
"Northeast",,6380,4386,1786,3190,1906,0,0,0,"Single","dec1950","City",3,120000,3692
"Northeast",3800,9120,5472,2854,9120,2663,0,0,0,"Single","dec2000","Rural",6,120000,5517
"Northeast",700,1391,1391,402,696,918,0,0,0,"Single","dec1980","City",4,17500,1320
"South",1800,3654,2036,1365,3254,0,0,0,0,"Single","dec2000","City",2,47500,1365
"Northeast",2000,2472,2072,1675,296,0,1301,0,0,"Single","dec1970","City",4,120000,2976
"Midwest",,1950,1300,1677,325,0,0,0,0,"Single","dec1960","Rural",1,3750,1677
"Northeast",300,623,623,881,208,233,1434,0,0,"Apartment","dec1950","City",2,22500,2548
"Midwest",480,1072,1072,840,214,1644,0,0,0,"Mobile","dec1970","Rural",6,37500,2484
"Northeast",,2400,800,1084,800,0,1457,0,0,"Single","dec1950","Rural",3,42500,2541
"Northeast",,2699,1397,857,0,653,1219,0,0,"Single","pre1950","Town",2,42500,2729
"Midwest",1000,756,756,875,151,711,0,0,0,"Single","pre1950","Town",2,37500,1586
"West",1000,956,956,1223,956,0,0,0,0,"Apartment","dec1960","Suburbs",3,27500,1223
"West",,568,568,200,568,151,0,0,0,"Apartment","dec1970","City",1,8750,351
"Northeast",990,1692,1671,955,338,0,0,563,0,"Single","dec1950","Rural",2,92500,1518
"West",,3432,1716,1056,0,0,1225,0,0,"Single","dec1950","Rural",3,52500,2281
"Northeast",2800,5180,4728,1782,4780,1415,0,0,0,"Single","dec1990","Suburbs",5,82500,3197
"Northeast",600,621,621,260,207,770,0,0,0,"Apartment","dec1950","Town",1,22500,1030
"South",1200,2356,1387,597,942,600,0,0,0,"Single","pre1950","City",1,57500,1197
"West",1440,1440,1440,1079,0,536,0,0,0,"Mobile","dec1970","City",1,32500,1615
"Midwest",,1388,0,1061,572,0,0,0,0,"Apartment","dec1990","Town",5,8750,1061
"South",1800,4802,2401,1820,4802,0,0,0,0,"Single","dec1960","Rural",2,42500,1820
"South",600,600,600,590,600,0,0,0,0,"Apartment","dec2000","City",1,22500,590
"South",1800,2880,2880,2256,2880,96,0,0,0,"Single","dec1960","Town",2,32500,2352
"West",1000,1407,469,1545,0,0,0,0,0,"Single","pre1950","City",6,32500,1545
"South",2250,5115,4715,2704,4715,0,0,850,0,"Single","dec2000","Rural",4,82500,3554
"South",600,528,528,386,132,0,0,659,0,"Single","dec1990","Rural",1,8750,1045
"South",1550,1920,1920,2393,1920,96,0,0,0,"Single","pre1950","Rural",2,32500,2489
"Midwest",1300,2106,2106,917,2106,747,0,0,0,"Single","dec1950","Suburbs",2,72500,1664
"West",,504,504,799,0,257,0,0,0,"Single","dec1980","City",2,27500,1056
"South",2000,2916,2916,516,2916,0,2265,0,0,"Single","pre1950","City",1,37500,2781
"Midwest",1700,3400,2731,615,3000,879,0,0,0,"Single","dec1960","City",2,37500,1494
"Midwest",1550,2239,2080,664,2239,885,0,0,0,"Single","pre1950","City",3,32500,1549
"Midwest",1600,5986,5586,966,5586,1048,0,0,0,"Single","pre1950","Rural",2,17500,2014
"South",,1262,1262,857,1262,752,0,0,0,"Apartment","dec1970","Town",4,27500,1609
"South",2200,2628,1314,2141,2628,0,0,0,0,"Single","dec1960","City",2,77500,2141
"Northeast",800,371,371,580,371,1141,0,0,0,"Apartment","pre1950","City",1,22500,1721
"Midwest",1280,1216,973,933,1216,426,0,0,0,"Mobile","dec1990","Town",3,12500,1359
"West",1800,1800,1550,1778,0,0,0,0,0,"Single","dec1980","Rural",8,12500,1778
"Midwest",2500,2413,2013,1409,2013,371,0,0,0,"Single","dec2000","Town",4,92500,1780
"South",1800,4200,2200,986,1830,960,0,0,0,"Single","pre1950","City",3,37500,1946
"West",3000,3378,2978,1284,0,770,0,0,0,"Single","pre1950","City",1,120000,2054
"Northeast",,2880,1740,970,0,0,2294,221,0,"Single","dec1950","Rural",3,32500,3485
"West",,815,408,343,204,226,0,0,0,"Single","dec1980","City",2,27500,569
"West",1600,3726,1463,418,3326,457,0,0,0,"Single","dec1980","Town",2,22500,875
"South",2600,8000,5600,3260,7600,610,0,0,0,"Single","dec2000","City",2,110000,3870
"Northeast",,3264,1976,383,477,1618,0,0,0,"Single","pre1950","Rural",1,12500,2001
"West",1750,1944,1323,1352,0,373,0,0,0,"Single","dec1980","Town",2,42500,1725
"Northeast",,752,0,928,376,0,0,0,0,"Apartment","dec1970","City",2,120000,928
"West",1300,2582,2182,1571,728,308,0,0,0,"Single","dec1980","City",6,47500,1879
"Northeast",,1840,670,936,1590,1325,0,0,0,"Single","pre1950","Suburbs",2,37500,2261
"Northeast",3100,6115,5653,2182,5715,1898,0,0,0,"Single","dec1990","Suburbs",4,120000,4080
"South",1800,4690,1945,1482,4290,419,0,0,0,"Single","dec2000","Town",1,32500,1901
"Midwest",2000,3666,3635,1047,667,1342,0,0,0,"Apartment","pre1950","City",2,32500,2389
"South",3200,8352,4918,2248,7702,1064,0,0,0,"Single","dec1970","City",2,110000,3312
"Northeast",1700,2457,1763,2768,625,0,0,0,0,"Single","dec1960","Town",2,52500,2768
